cell_id,sample_id,event_index,kmeans_k6,kmeans_k10,kmeans_k14,ward_k6,ward_k10,ward_k14,leiden_r0.5,leiden_r1.0,leiden_r1.5
gated_alive:a_011:137762,a_011,137762,0,5,11,2,3,3,4,3,1
gated_alive:a_011:138143,a_011,138143,5,2,3,2,3,3,5,7,11
gated_alive:a_011:138586,a_011,138586,2,6,2,4,7,10,2,4,2
gated_alive:a_011:139026,a_011,139026,3,4,4,1,5,5,1,2,3
gated_alive:a_011:139620,a_011,139620,5,2,3,2,3,3,5,7,11
gated_alive:a_011:139870,a_011,139870,2,6,2,4,7,10,2,4,2
gated_alive:a_011:140326,a_011,140326,1,4,8,0,1,1,3,1,4
gated_alive:a_011:141560,a_011,141560,2,6,2,4,7,10,2,4,2
gated_alive:a_011:141852,a_011,141852,2,6,2,4,7,13,2,4,2
gated_alive:a_011:142244,a_011,142244,5,2,1,3,6,8,0,0,0
gated_alive:a_011:142794,a_011,142794,0,5,11,2,3,3,4,3,1
gated_alive:a_011:142849,a_011,142849,1,4,0,1,2,2,3,1,4
gated_alive:a_011:143477,a_011,143477,0,5,11,2,3,3,4,3,1
gated_alive:a_011:143685,a_011,143685,5,2,1,0,1,1,0,0,0
gated_alive:a_011:143953,a_011,143953,0,4,3,0,0,7,0,7,12
gated_alive:a_011:144817,a_011,144817,5,8,10,0,1,1,0,0,8
gated_alive:a_011:145045,a_011,145045,5,2,1,0,1,1,0,0,0
gated_alive:a_011:145222,a_011,145222,5,8,10,0,1,1,0,0,8
gated_alive:a_011:145698,a_011,145698,5,2,1,0,0,6,0,0,0
gated_alive:a_011:146252,a_011,146252,0,2,3,2,3,3,5,7,11
gated_alive:a_011:146783,a_011,146783,2,6,2,4,7,10,2,4,2
gated_alive:a_011:146958,a_011,146958,2,1,7,4,7,13,2,4,2
gated_alive:a_011:147047,a_011,147047,5,2,1,0,1,1,0,0,8
gated_alive:a_011:147119,a_011,147119,3,4,8,1,5,5,1,2,3
gated_alive:a_011:148060,a_011,148060,0,4,8,2,3,3,0,5,7
gated_alive:a_011:148608,a_011,148608,5,2,3,0,1,1,0,7,11
gated_alive:a_011:149693,a_011,149693,5,2,1,0,1,1,0,0,0
gated_alive:a_011:151234,a_011,151234,3,3,4,1,5,5,1,2,5
gated_alive:a_011:151491,a_011,151491,2,1,7,4,7,13,2,4,2
gated_alive:a_011:151804,a_011,151804,5,2,3,2,3,3,5,7,11
gated_alive:a_011:151885,a_011,151885,2,1,13,4,7,13,2,4,2
gated_alive:a_011:152408,a_011,152408,3,9,12,3,6,8,1,6,3
gated_alive:a_011:152563,a_011,152563,2,6,2,4,7,13,2,4,2
gated_alive:a_011:152582,a_011,152582,0,5,11,2,3,3,4,3,1
gated_alive:a_011:152624,a_011,152624,0,5,11,2,3,3,4,3,1
gated_alive:a_011:152995,a_011,152995,2,6,2,0,0,0,2,4,2
gated_alive:a_011:153752,a_011,153752,5,2,1,0,1,1,0,0,0
gated_alive:a_011:156028,a_011,156028,5,2,1,0,1,1,0,0,0
gated_alive:a_011:159210,a_011,159210,1,0,0,1,2,2,3,1,4
gated_alive:a_011:159755,a_011,159755,2,6,2,4,7,10,2,4,2
gated_alive:a_011:160364,a_011,160364,1,4,0,1,2,2,3,1,4
gated_alive:a_011:160453,a_011,160453,2,6,2,4,7,10,2,4,2
gated_alive:a_011:160480,a_011,160480,2,6,2,4,7,10,2,4,2
gated_alive:a_011:161116,a_011,161116,2,6,2,3,9,12,2,4,2
gated_alive:a_011:162455,a_011,162455,5,2,1,0,1,1,0,0,0
gated_alive:a_011:162745,a_011,162745,2,6,2,4,7,13,2,4,2
gated_alive:a_011:163561,a_011,163561,0,2,8,2,3,3,0,5,7
gated_alive:a_011:163785,a_011,163785,5,2,1,0,1,1,0,0,0
gated_alive:a_011:164262,a_011,164262,5,2,1,0,1,1,0,0,0
gated_alive:a_011:164713,a_011,164713,0,4,8,0,1,1,0,5,7
gated_alive:a_011:164756,a_011,164756,5,2,10,0,1,1,0,0,8
gated_alive:a_011:165016,a_011,165016,0,4,8,0,0,7,0,7,12
gated_alive:a_011:165035,a_011,165035,0,2,1,0,1,1,0,5,7
gated_alive:a_011:165903,a_011,165903,4,7,9,3,4,4,0,9,17
gated_alive:a_011:166507,a_011,166507,3,4,4,1,5,5,1,2,5
gated_alive:a_011:166570,a_011,166570,1,0,0,3,4,4,3,1,4
gated_alive:a_011:167961,a_011,167961,5,2,1,0,1,1,0,0,0
gated_alive:a_011:168555,a_011,168555,0,4,8,2,3,3,2,5,7
gated_alive:a_011:168799,a_011,168799,0,2,1,0,1,1,0,0,7
gated_alive:a_011:169355,a_011,169355,0,2,8,2,3,3,0,5,7
gated_alive:a_011:170554,a_011,170554,0,4,5,3,6,9,2,6,9
gated_alive:a_011:172843,a_011,172843,0,4,8,2,3,3,0,5,7
gated_alive:a_011:173798,a_011,173798,1,0,0,1,2,2,3,1,4
gated_alive:a_011:174071,a_011,174071,5,2,3,0,0,0,0,7,11
gated_alive:a_011:174408,a_011,174408,2,6,2,4,7,10,2,4,2
gated_alive:a_011:175255,a_011,175255,0,4,8,0,1,1,0,0,7
gated_alive:a_011:175952,a_011,175952,2,6,2,4,7,10,2,4,2
gated_alive:a_011:177380,a_011,177380,0,2,3,2,3,3,5,7,11
gated_alive:a_011:177516,a_011,177516,0,4,8,0,0,0,2,5,7
gated_alive:a_011:179684,a_011,179684,2,6,2,4,7,10,2,4,2
gated_alive:a_011:180185,a_011,180185,5,2,10,0,1,1,0,0,8
gated_alive:a_011:180388,a_011,180388,2,6,2,3,9,12,2,4,2
gated_alive:a_011:180507,a_011,180507,1,4,8,1,5,5,1,1,4
gated_alive:a_011:182206,a_011,182206,0,4,8,2,3,3,5,7,11
gated_alive:a_011:182316,a_011,182316,1,0,0,1,2,2,3,1,4
gated_alive:a_011:182771,a_011,182771,1,4,4,2,3,3,1,2,5
gated_alive:a_011:184664,a_011,184664,0,5,11,2,3,3,4,3,15
gated_alive:a_011:185223,a_011,185223,0,5,11,2,3,3,4,3,1
gated_alive:a_011:186079,a_011,186079,0,5,3,2,3,3,5,7,11
gated_alive:a_011:186538,a_011,186538,2,6,2,4,7,13,2,4,2
gated_alive:a_011:186842,a_011,186842,5,2,1,0,1,1,0,0,0
gated_alive:a_011:187106,a_011,187106,5,8,3,0,1,1,5,7,11
gated_alive:a_011:187744,a_011,187744,1,0,6,1,2,2,3,1,6
gated_alive:a_011:188721,a_011,188721,0,4,8,1,5,5,1,5,7
gated_alive:a_011:189008,a_011,189008,3,3,4,1,5,5,1,2,5
gated_alive:a_011:189825,a_011,189825,3,3,13,3,9,12,5,10,16
gated_alive:a_011:190190,a_011,190190,2,1,7,0,0,6,2,4,2
gated_alive:a_011:190838,a_011,190838,5,2,1,0,1,1,0,0,8
gated_alive:a_011:191278,a_011,191278,0,5,11,2,3,3,4,3,1
gated_alive:a_011:192045,a_011,192045,5,2,1,0,0,7,0,0,0
gated_alive:a_011:192335,a_011,192335,3,4,8,1,5,5,1,2,3
gated_alive:a_011:192554,a_011,192554,3,4,8,3,6,9,2,4,2
gated_alive:a_011:193231,a_011,193231,2,6,2,4,7,10,2,4,2
gated_alive:a_011:193267,a_011,193267,2,1,7,0,0,6,2,4,2
gated_alive:a_011:193723,a_011,193723,0,5,11,2,3,3,4,3,1
gated_alive:a_011:194999,a_011,194999,5,2,1,0,1,1,0,0,0
gated_alive:a_011:195183,a_011,195183,1,0,0,1,2,2,3,1,4
gated_alive:a_011:195606,a_011,195606,2,6,2,4,7,10,2,4,2
gated_alive:a_011:195671,a_011,195671,3,9,12,1,5,5,1,2,3
gated_alive:a_011:195759,a_011,195759,5,2,1,0,1,1,0,0,0
gated_alive:a_011:196608,a_011,196608,5,2,5,3,6,9,0,6,9
gated_alive:a_011:197076,a_011,197076,1,4,0,3,6,8,3,1,4
gated_alive:a_011:197614,a_011,197614,5,2,3,0,1,1,0,0,0
gated_alive:a_011:197824,a_011,197824,0,5,11,2,3,3,4,3,1
gated_alive:a_011:198682,a_011,198682,5,2,1,0,1,1,0,0,8
gated_alive:a_011:200054,a_011,200054,5,2,1,0,1,1,0,0,0
gated_alive:a_011:200638,a_011,200638,5,2,3,0,1,1,0,0,0
gated_alive:a_011:200987,a_011,200987,2,6,2,0,0,6,2,4,2
gated_alive:a_011:201427,a_011,201427,2,1,7,4,7,13,2,4,2
gated_alive:a_011:201551,a_011,201551,5,2,3,2,3,3,5,7,11
gated_alive:a_011:202817,a_011,202817,2,6,13,3,9,12,2,4,2
gated_alive:a_011:204058,a_011,204058,2,6,2,4,7,10,2,4,2
gated_alive:a_011:204186,a_011,204186,0,4,8,3,6,8,2,4,2
gated_alive:a_011:204668,a_011,204668,0,5,11,0,1,1,4,3,1
gated_alive:a_011:204681,a_011,204681,0,2,1,0,1,1,0,5,7
gated_alive:a_011:205019,a_011,205019,0,2,3,0,1,1,5,7,11
gated_alive:a_011:205409,a_011,205409,5,8,10,0,1,1,0,0,10
gated_alive:a_011:206764,a_011,206764,3,9,12,1,5,5,1,6,3
gated_alive:a_011:206951,a_011,206951,1,0,6,0,0,6,3,1,4
gated_alive:a_011:207192,a_011,207192,5,8,10,0,1,1,0,0,13
gated_alive:a_011:207430,a_011,207430,2,6,2,4,7,13,2,4,2
gated_alive:a_011:207857,a_011,207857,5,8,10,3,4,4,0,0,17
gated_alive:a_011:208274,a_011,208274,0,4,8,2,3,3,5,7,11
gated_alive:a_011:210388,a_011,210388,5,2,1,0,0,0,0,8,10
gated_alive:a_011:211003,a_011,211003,5,2,1,0,1,1,0,0,8
gated_alive:a_011:211249,a_011,211249,2,6,2,4,7,10,2,4,2
gated_alive:a_011:211954,a_011,211954,1,0,0,1,2,2,3,1,4
gated_alive:a_011:212309,a_011,212309,0,2,3,2,3,3,5,7,11
gated_alive:a_011:212568,a_011,212568,5,8,10,0,0,0,0,8,10
gated_alive:a_011:212681,a_011,212681,2,6,2,4,7,10,2,4,2
gated_alive:a_011:212746,a_011,212746,5,2,1,0,1,1,0,0,9
gated_alive:a_011:212876,a_011,212876,3,4,13,3,9,12,5,10,16
gated_alive:a_011:213069,a_011,213069,0,4,8,2,3,3,4,3,1
gated_alive:a_011:213095,a_011,213095,4,7,9,5,8,11,6,9,13
gated_alive:a_011:213556,a_011,213556,5,2,1,0,0,6,0,0,15
gated_alive:a_011:214181,a_011,214181,3,3,4,1,5,5,1,2,5
gated_alive:a_011:215115,a_011,215115,2,6,2,3,6,8,2,4,2
gated_alive:a_011:216138,a_011,216138,2,1,3,4,7,13,2,4,2
gated_alive:a_011:216299,a_011,216299,1,0,0,1,2,2,3,1,4
gated_alive:a_011:217476,a_011,217476,2,6,2,4,7,10,2,4,2
gated_alive:a_011:217735,a_011,217735,5,8,3,0,1,1,0,7,12
gated_alive:a_011:218483,a_011,218483,0,5,11,2,3,3,4,3,1
gated_alive:a_011:219644,a_011,219644,5,2,1,0,1,1,0,0,0
gated_alive:a_011:220150,a_011,220150,3,3,4,1,5,5,1,2,5
gated_alive:a_011:220443,a_011,220443,2,6,2,3,4,4,0,0,8
gated_alive:a_011:220636,a_011,220636,5,2,10,0,1,1,0,0,8
gated_alive:a_011:221029,a_011,221029,2,6,2,4,7,13,2,4,2
gated_alive:a_011:222244,a_011,222244,5,2,1,0,1,1,0,0,0
gated_alive:a_011:222484,a_011,222484,5,8,10,0,0,0,0,0,10
gated_alive:a_011:222718,a_011,222718,3,9,12,3,9,12,1,6,3
gated_alive:a_011:223035,a_011,223035,2,1,2,4,7,13,2,4,2
gated_alive:a_011:225964,a_011,225964,3,4,4,1,5,5,1,2,3
gated_alive:a_011:225968,a_011,225968,2,6,2,4,7,10,2,4,2
gated_alive:a_011:226264,a_011,226264,3,4,4,1,5,5,1,2,5
gated_alive:a_011:226304,a_011,226304,3,4,5,3,6,9,2,6,9
gated_alive:a_011:227127,a_011,227127,5,8,10,3,6,9,0,0,8
gated_alive:a_011:227732,a_011,227732,2,6,2,4,7,13,2,4,2
gated_alive:a_011:229995,a_011,229995,1,3,4,1,2,2,3,8,10
gated_alive:a_011:230227,a_011,230227,5,2,3,0,1,1,0,0,11
gated_alive:a_011:230448,a_011,230448,2,6,2,4,7,10,2,4,2
gated_alive:a_011:230924,a_011,230924,2,6,2,4,7,13,2,4,2
gated_alive:a_011:230935,a_011,230935,5,2,1,0,1,1,0,0,0
gated_alive:a_011:231110,a_011,231110,2,4,8,4,7,10,2,4,2
gated_alive:a_011:231148,a_011,231148,0,4,8,0,1,1,0,5,7
gated_alive:a_011:231233,a_011,231233,2,6,2,4,7,13,2,4,2
gated_alive:a_011:231302,a_011,231302,2,6,2,4,7,10,2,4,2
gated_alive:a_011:231468,a_011,231468,5,2,1,0,1,1,0,0,0
gated_alive:a_011:232146,a_011,232146,5,2,3,0,0,7,0,7,12
gated_alive:a_011:232384,a_011,232384,3,4,4,1,5,5,1,2,3
gated_alive:a_011:232765,a_011,232765,5,2,1,0,1,1,0,0,0
gated_alive:a_011:234568,a_011,234568,3,9,13,3,9,12,5,10,16
gated_alive:a_011:235218,a_011,235218,4,7,9,5,8,11,6,9,13
gated_alive:a_011:235991,a_011,235991,5,2,3,2,3,3,0,0,8
gated_alive:a_011:237662,a_011,237662,3,9,12,3,6,8,1,2,3
gated_alive:a_011:239080,a_011,239080,3,3,4,1,5,5,0,0,5
gated_alive:a_011:240178,a_011,240178,5,2,3,0,0,0,0,8,10
gated_alive:a_011:240965,a_011,240965,2,1,7,4,7,13,2,4,2
gated_alive:a_011:241115,a_011,241115,3,9,12,1,5,5,1,2,3
gated_alive:a_011:241825,a_011,241825,5,2,3,0,1,1,0,0,0
gated_alive:a_011:241947,a_011,241947,2,1,7,3,4,4,2,4,2
gated_alive:a_011:242297,a_011,242297,2,6,2,3,6,8,2,4,2
gated_alive:a_011:242480,a_011,242480,5,2,1,0,1,1,0,8,10
gated_alive:a_011:243114,a_011,243114,0,5,11,2,3,3,4,3,1
gated_alive:a_011:243367,a_011,243367,3,9,12,3,6,8,1,6,3
gated_alive:a_011:243824,a_011,243824,5,2,1,0,1,1,0,0,0
gated_alive:a_011:244896,a_011,244896,5,2,1,0,1,1,0,0,0
gated_alive:a_011:245151,a_011,245151,0,2,1,0,1,1,0,0,0
gated_alive:a_011:247473,a_011,247473,3,4,8,2,3,3,0,5,7
gated_alive:a_011:248098,a_011,248098,5,2,1,0,1,1,0,0,0
gated_alive:a_011:248794,a_011,248794,5,2,1,0,1,1,0,0,0
gated_alive:a_011:248838,a_011,248838,3,4,8,3,6,8,2,4,2
gated_alive:a_011:249484,a_011,249484,0,5,11,2,3,3,4,3,1
gated_alive:a_011:249494,a_011,249494,5,2,3,2,3,3,0,0,8
gated_alive:a_011:249951,a_011,249951,5,2,1,0,1,1,0,0,0
gated_alive:a_011:250616,a_011,250616,3,9,12,3,6,8,1,6,3
gated_alive:a_011:251299,a_011,251299,0,4,8,2,3,3,0,5,7
gated_alive:a_011:251554,a_011,251554,2,4,8,4,7,13,2,4,2
gated_alive:a_011:252075,a_011,252075,0,4,8,3,6,8,2,4,2
gated_alive:a_011:252767,a_011,252767,3,4,8,1,5,5,1,2,3
gated_alive:a_011:253379,a_011,253379,5,2,1,0,1,1,0,0,0
gated_alive:a_011:253500,a_011,253500,0,4,8,2,3,3,2,5,7
gated_alive:a_011:253724,a_011,253724,2,6,8,3,6,8,2,4,2
gated_alive:a_011:254319,a_011,254319,5,2,1,0,1,1,0,5,7
gated_alive:a_011:255595,a_011,255595,5,2,1,0,1,1,0,0,0
gated_alive:a_011:255776,a_011,255776,5,2,1,0,1,1,0,8,10
gated_alive:a_011:256048,a_011,256048,0,2,1,2,3,3,0,0,0
gated_alive:a_011:256263,a_011,256263,0,5,11,2,3,3,5,7,11
gated_alive:a_011:256358,a_011,256358,5,2,3,0,0,0,0,8,10
gated_alive:a_011:256625,a_011,256625,2,6,2,3,6,8,2,4,2
gated_alive:a_011:257554,a_011,257554,1,0,0,1,2,2,3,1,4
gated_alive:a_011:257746,a_011,257746,5,2,1,0,1,1,0,0,0
gated_alive:a_011:257970,a_011,257970,5,8,13,3,9,12,5,10,16
gated_alive:a_011:258369,a_011,258369,5,2,1,0,1,1,0,0,0
gated_alive:a_012:14,a_012,14,3,9,5,3,6,9,2,6,9
gated_alive:a_012:159,a_012,159,0,4,8,2,3,3,0,5,11
gated_alive:a_012:256,a_012,256,5,2,3,0,1,1,0,7,12
gated_alive:a_012:300,a_012,300,5,2,3,2,3,3,5,7,11
gated_alive:a_012:1192,a_012,1192,5,2,1,0,1,1,0,0,0
gated_alive:a_012:1732,a_012,1732,0,5,11,2,3,3,5,3,11
gated_alive:a_012:1870,a_012,1870,0,2,1,2,3,3,0,5,7
gated_alive:a_012:1928,a_012,1928,0,4,8,2,3,3,2,5,7
gated_alive:a_012:2181,a_012,2181,0,4,3,0,1,1,5,7,11
gated_alive:a_012:2585,a_012,2585,0,5,11,0,1,1,0,0,8
gated_alive:a_012:2956,a_012,2956,5,2,1,0,1,1,0,0,0
gated_alive:a_012:4437,a_012,4437,5,2,3,0,1,1,5,7,11
gated_alive:a_012:4872,a_012,4872,5,2,1,0,1,1,0,0,13
gated_alive:a_012:5382,a_012,5382,5,2,3,0,1,1,0,7,11
gated_alive:a_012:5553,a_012,5553,5,8,6,0,0,6,0,0,15
gated_alive:a_012:5688,a_012,5688,5,2,3,0,1,1,0,7,11
gated_alive:a_012:6112,a_012,6112,4,7,9,5,8,11,6,9,13
gated_alive:a_012:6123,a_012,6123,5,2,3,2,3,3,0,7,11
gated_alive:a_012:6311,a_012,6311,5,8,10,0,0,0,0,8,10
gated_alive:a_012:6634,a_012,6634,2,6,2,4,7,10,2,4,2
gated_alive:a_012:6908,a_012,6908,5,2,1,0,1,1,0,0,0
gated_alive:a_012:7293,a_012,7293,3,9,5,3,6,9,2,6,9
gated_alive:a_012:7684,a_012,7684,5,2,1,0,1,1,0,0,8
gated_alive:a_012:8156,a_012,8156,2,9,5,3,6,9,2,6,9
gated_alive:a_012:8261,a_012,8261,0,5,8,2,3,3,4,3,7
gated_alive:a_012:8798,a_012,8798,5,2,3,3,9,12,5,7,11
gated_alive:a_012:9090,a_012,9090,2,1,7,3,6,8,2,4,2
gated_alive:a_012:9223,a_012,9223,2,1,2,4,7,13,2,4,2
gated_alive:a_012:9259,a_012,9259,5,2,3,0,1,1,0,0,0
gated_alive:a_012:9624,a_012,9624,3,4,8,3,6,8,2,5,7
gated_alive:a_012:9792,a_012,9792,0,5,11,2,3,3,4,3,1
gated_alive:a_012:10151,a_012,10151,5,2,1,0,1,1,0,0,8
gated_alive:a_012:10784,a_012,10784,3,4,12,1,5,5,1,2,3
gated_alive:a_012:10881,a_012,10881,5,2,1,0,1,1,0,0,0
gated_alive:a_012:10886,a_012,10886,3,9,12,3,6,8,1,2,3
gated_alive:a_012:11310,a_012,11310,5,2,1,0,1,1,0,0,0
gated_alive:a_012:11997,a_012,11997,5,2,1,0,1,1,0,0,0
gated_alive:a_012:12033,a_012,12033,3,9,12,1,5,5,1,2,3
gated_alive:a_012:12238,a_012,12238,3,3,4,1,5,5,1,2,3
gated_alive:a_012:12567,a_012,12567,5,2,3,2,3,3,0,0,11
gated_alive:a_012:13538,a_012,13538,2,1,7,4,7,13,2,4,2
gated_alive:a_012:13548,a_012,13548,5,2,1,0,1,1,0,0,8
gated_alive:a_012:13791,a_012,13791,3,9,13,3,9,12,5,10,16
gated_alive:a_012:14598,a_012,14598,0,5,11,2,3,3,4,3,11
gated_alive:a_012:14712,a_012,14712,5,2,1,0,1,1,0,0,0
gated_alive:a_012:15002,a_012,15002,1,4,0,1,5,5,3,1,4
gated_alive:a_012:15648,a_012,15648,0,4,8,3,6,8,2,5,7
gated_alive:a_012:15750,a_012,15750,5,2,1,0,1,1,0,0,0
gated_alive:a_012:16657,a_012,16657,5,2,1,0,1,1,0,0,0
gated_alive:a_012:17268,a_012,17268,3,1,7,1,5,5,1,4,2
gated_alive:a_012:17342,a_012,17342,5,2,3,2,3,3,5,7,11
gated_alive:a_012:17540,a_012,17540,3,9,12,3,6,8,1,6,3
gated_alive:a_012:18197,a_012,18197,5,2,3,0,1,1,0,0,0
gated_alive:a_012:18252,a_012,18252,3,9,12,1,5,5,1,2,3
gated_alive:a_012:18509,a_012,18509,4,7,9,5,8,11,6,9,13
gated_alive:a_012:18535,a_012,18535,5,8,10,3,4,4,0,0,17
gated_alive:a_012:18597,a_012,18597,4,7,9,5,8,11,6,9,13
gated_alive:a_012:19221,a_012,19221,3,9,12,3,6,8,1,6,3
gated_alive:a_012:19239,a_012,19239,5,8,3,0,1,1,0,7,11
gated_alive:a_012:19542,a_012,19542,2,1,7,4,7,13,2,4,2
gated_alive:a_012:19959,a_012,19959,0,4,8,2,3,3,4,5,7
gated_alive:a_012:20237,a_012,20237,5,2,1,0,1,1,0,0,0
gated_alive:a_012:20335,a_012,20335,0,4,8,2,3,3,2,5,7
gated_alive:a_012:20417,a_012,20417,5,9,12,0,1,1,0,0,9
gated_alive:a_012:20982,a_012,20982,5,2,1,0,1,1,0,0,0
gated_alive:a_012:21025,a_012,21025,4,7,9,5,8,11,6,9,13
gated_alive:a_012:21053,a_012,21053,0,4,8,2,3,3,2,5,7
gated_alive:a_012:21314,a_012,21314,0,4,8,3,6,8,2,5,14
gated_alive:a_012:21477,a_012,21477,0,4,8,0,1,1,6,9,13
gated_alive:a_012:21872,a_012,21872,0,5,11,2,3,3,4,3,1
gated_alive:a_012:22582,a_012,22582,5,2,1,0,1,1,0,0,0
gated_alive:a_012:22738,a_012,22738,5,2,1,0,1,1,0,0,0
gated_alive:a_012:23595,a_012,23595,2,6,2,4,7,10,2,4,2
gated_alive:a_012:24170,a_012,24170,0,5,11,2,3,3,4,3,1
gated_alive:a_012:24354,a_012,24354,3,1,7,4,7,13,2,4,2
gated_alive:a_012:24825,a_012,24825,2,1,7,4,7,10,2,4,2
gated_alive:a_012:27024,a_012,27024,5,2,3,0,1,1,5,7,11
gated_alive:a_012:27144,a_012,27144,3,9,12,3,6,8,1,2,3
gated_alive:a_012:27177,a_012,27177,0,5,11,2,3,3,4,3,1
gated_alive:a_012:27589,a_012,27589,3,4,5,3,6,9,2,6,9
gated_alive:a_012:27874,a_012,27874,2,1,7,4,7,13,2,4,2
gated_alive:a_012:27934,a_012,27934,5,2,13,0,1,1,5,10,16
gated_alive:a_012:27936,a_012,27936,0,5,11,0,0,0,4,3,10
gated_alive:a_012:27945,a_012,27945,4,7,9,5,8,11,6,9,13
gated_alive:a_012:28210,a_012,28210,5,2,1,0,1,1,0,0,0
gated_alive:a_012:28587,a_012,28587,5,2,1,0,1,1,0,0,0
gated_alive:a_012:28724,a_012,28724,5,2,3,0,1,1,0,0,0
gated_alive:a_012:29207,a_012,29207,5,2,1,0,1,1,0,0,8
gated_alive:a_012:29305,a_012,29305,0,2,1,0,1,1,0,0,0
gated_alive:a_012:29664,a_012,29664,5,9,3,0,1,1,0,7,11
gated_alive:a_012:29734,a_012,29734,5,8,10,0,1,1,0,0,0
gated_alive:a_012:29739,a_012,29739,2,6,2,0,0,6,0,4,9
gated_alive:a_012:30378,a_012,30378,3,9,12,3,6,8,1,6,3
gated_alive:a_012:30439,a_012,30439,5,2,1,0,1,1,0,0,0
gated_alive:a_012:30770,a_012,30770,3,9,3,0,0,7,5,7,11
gated_alive:a_012:30823,a_012,30823,5,2,1,0,1,1,0,0,0
gated_alive:a_012:31380,a_012,31380,4,7,9,5,8,11,6,9,13
gated_alive:a_012:31482,a_012,31482,5,2,3,0,0,7,0,7,12
gated_alive:a_012:31890,a_012,31890,3,4,8,1,5,5,1,2,3
gated_alive:a_012:31912,a_012,31912,5,1,3,0,1,1,5,7,11
gated_alive:a_012:32052,a_012,32052,5,2,3,0,1,1,0,0,11
gated_alive:a_012:32113,a_012,32113,2,6,2,3,6,9,2,4,2
gated_alive:a_012:32238,a_012,32238,5,2,3,2,3,3,5,7,11
gated_alive:a_012:33513,a_012,33513,0,2,3,2,3,3,5,7,11
gated_alive:a_012:33761,a_012,33761,2,6,8,3,6,8,2,4,2
gated_alive:a_012:34255,a_012,34255,5,2,1,0,1,1,0,0,0
gated_alive:a_012:34478,a_012,34478,2,1,7,4,7,13,2,4,2
gated_alive:a_012:34656,a_012,34656,5,2,1,0,1,1,0,0,13
gated_alive:a_012:34689,a_012,34689,0,4,8,2,3,3,5,7,11
gated_alive:a_012:34761,a_012,34761,0,5,11,2,3,3,4,3,1
gated_alive:a_012:34903,a_012,34903,0,2,8,0,0,7,0,7,12
gated_alive:a_012:34974,a_012,34974,0,2,3,0,0,7,0,7,12
gated_alive:a_012:35322,a_012,35322,2,1,3,4,7,13,5,7,11
gated_alive:a_012:35581,a_012,35581,5,8,3,0,1,1,5,7,11
gated_alive:a_012:36439,a_012,36439,5,2,1,0,1,1,0,0,0
gated_alive:a_012:36485,a_012,36485,2,6,2,4,7,10,2,4,2
gated_alive:a_012:36631,a_012,36631,1,0,0,1,2,2,3,8,10
gated_alive:a_012:36711,a_012,36711,2,1,7,4,7,13,2,4,2
gated_alive:a_012:37940,a_012,37940,4,7,9,5,8,11,6,9,13
gated_alive:a_012:38184,a_012,38184,0,2,1,0,1,1,0,0,0
gated_alive:a_012:38387,a_012,38387,5,2,1,0,1,1,0,0,8
gated_alive:a_012:38455,a_012,38455,5,2,3,0,1,1,5,7,11
gated_alive:a_012:39259,a_012,39259,3,9,12,3,6,8,1,2,3
gated_alive:a_012:39566,a_012,39566,2,6,2,4,7,13,2,4,2
gated_alive:a_012:39593,a_012,39593,5,8,10,0,1,1,0,0,13
gated_alive:a_012:39999,a_012,39999,5,2,1,0,1,1,0,0,0
gated_alive:a_012:40187,a_012,40187,3,3,4,1,5,5,1,2,3
gated_alive:a_012:40538,a_012,40538,2,6,2,3,6,8,2,4,2
gated_alive:a_012:40622,a_012,40622,3,9,12,3,6,8,1,2,3
gated_alive:a_012:40713,a_012,40713,0,2,3,2,3,3,5,7,11
gated_alive:a_012:41455,a_012,41455,2,1,3,0,1,1,5,7,11
gated_alive:a_012:41650,a_012,41650,2,8,10,0,0,6,0,0,9
gated_alive:a_012:42263,a_012,42263,5,2,1,0,1,1,0,0,8
gated_alive:a_012:42358,a_012,42358,3,9,12,1,5,5,3,1,3
gated_alive:a_012:42508,a_012,42508,5,2,1,0,1,1,0,0,0
gated_alive:a_012:42762,a_012,42762,3,3,4,3,6,8,1,2,3
gated_alive:a_012:42895,a_012,42895,2,6,2,4,7,10,2,4,2
gated_alive:a_012:43150,a_012,43150,2,6,5,4,7,13,2,6,9
gated_alive:a_012:44425,a_012,44425,5,8,10,0,0,6,0,6,9
gated_alive:a_012:44499,a_012,44499,3,3,4,1,5,5,1,2,5
gated_alive:a_012:44524,a_012,44524,2,4,8,4,7,13,2,4,2
gated_alive:a_012:44992,a_012,44992,3,4,8,3,6,8,1,6,3
gated_alive:a_012:45197,a_012,45197,5,2,3,2,3,3,5,7,11
gated_alive:a_012:45504,a_012,45504,5,2,1,0,1,1,0,0,0
gated_alive:a_012:45909,a_012,45909,0,2,1,0,1,1,0,0,0
gated_alive:a_012:45982,a_012,45982,5,2,3,0,1,1,0,0,0
gated_alive:a_012:46106,a_012,46106,5,2,13,3,9,12,5,10,16
gated_alive:a_012:46232,a_012,46232,5,2,1,0,1,1,0,0,0
gated_alive:a_012:46790,a_012,46790,0,2,3,2,3,3,5,7,11
gated_alive:a_012:46916,a_012,46916,5,2,1,0,1,1,0,0,8
gated_alive:a_012:46978,a_012,46978,3,9,12,0,1,1,1,7,12
gated_alive:a_012:46981,a_012,46981,0,4,8,2,3,3,2,5,7
gated_alive:a_012:47257,a_012,47257,3,9,13,3,9,12,5,10,16
